file path,language
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0192_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0136_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0196_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0190_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0201_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0148_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0195_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0198_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0194_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0118_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0131_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0115_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0189_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0144_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0111_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/h7_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/h8_mfcc_no_silence.txt,French
